dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
mfcadpp,mfcad_23113_101.bin,edata:x,28949.24609375,28949.24609375,torch.float32,"(134,5,7)",114,0,6,,argmax(|tensor|)
mfcadpp,mfcad_57457_101.bin,edata:x,28746.625,28746.625,torch.float32,"(208,5,7)",178,0,6,,argmax(|tensor|)
mfcadpp,mfcad_740_101.bin,edata:x,27153.880859375,27153.880859375,torch.float32,"(200,5,7)",155,0,6,,argmax(|tensor|)
mfcadpp,mfcad_36597_101.bin,edata:x,27120.873046875,27120.873046875,torch.float32,"(164,5,7)",152,0,6,,argmax(|tensor|)
mfcadpp,mfcad_50464_101.bin,edata:x,26271.28515625,26271.28515625,torch.float32,"(226,5,7)",210,0,6,,argmax(|tensor|)
mfcadpp,mfcad_59549_101.bin,edata:x,25442.240234375,25442.240234375,torch.float32,"(250,5,7)",12,1,6,,argmax(|tensor|)
mfcadpp,mfcad_58586_101.bin,edata:x,25157.599609375,25157.599609375,torch.float32,"(144,5,7)",115,2,6,,argmax(|tensor|)
mfcadpp,mfcad_51059_101.bin,edata:x,25048.580078125,25048.580078125,torch.float32,"(114,5,7)",101,0,6,,argmax(|tensor|)
mfcadpp,mfcad_37224_101.bin,edata:x,24589.685546875,24589.685546875,torch.float32,"(114,5,7)",85,0,6,,argmax(|tensor|)
mfcadpp,mfcad_37426_101.bin,edata:x,24326.95703125,24326.95703125,torch.float32,"(158,5,7)",130,0,6,,argmax(|tensor|)
mfcadpp,mfcad_47796_101.bin,edata:x,24263.58203125,24263.58203125,torch.float32,"(222,5,7)",189,3,6,,argmax(|tensor|)
mfcadpp,mfcad_36566_101.bin,edata:x,24092.8359375,24092.8359375,torch.float32,"(118,5,7)",87,0,6,,argmax(|tensor|)
mfcadpp,mfcad_38040_101.bin,edata:x,24042.71484375,24042.71484375,torch.float32,"(114,5,7)",32,4,6,,argmax(|tensor|)
mfcadpp,mfcad_38422_101.bin,edata:x,22102.435546875,22102.435546875,torch.float32,"(190,5,7)",166,0,6,,argmax(|tensor|)
mfcadpp,mfcad_6128_101.bin,edata:x,21961.59375,21961.59375,torch.float32,"(186,5,7)",88,0,6,,argmax(|tensor|)
mfcadpp,mfcad_11723_101.bin,edata:x,21595.021484375,21595.021484375,torch.float32,"(268,5,7)",40,0,6,,argmax(|tensor|)
mfcadpp,mfcad_52208_101.bin,edata:x,21495.095703125,21495.095703125,torch.float32,"(150,5,7)",42,0,6,,argmax(|tensor|)
mfcadpp,mfcad_48865_101.bin,edata:x,21419.353515625,21419.353515625,torch.float32,"(200,5,7)",77,2,6,,argmax(|tensor|)
mfcadpp,mfcad_39864_101.bin,edata:x,20327.6328125,20327.6328125,torch.float32,"(184,5,7)",56,0,6,,argmax(|tensor|)
mfcadpp,mfcad_37178_101.bin,edata:x,20291.296875,20291.296875,torch.float32,"(124,5,7)",49,0,6,,argmax(|tensor|)
mfcadpp,mfcad_18782_101.bin,edata:x,20065.9765625,20065.9765625,torch.float32,"(166,5,7)",78,3,6,,argmax(|tensor|)
mfcadpp,mfcad_49825_101.bin,edata:x,19942.70703125,19942.70703125,torch.float32,"(106,5,7)",77,0,6,,argmax(|tensor|)
mfcadpp,mfcad_2770_101.bin,edata:x,18522.35546875,18522.35546875,torch.float32,"(72,5,7)",23,0,6,,argmax(|tensor|)
mfcadpp,mfcad_49731_101.bin,edata:x,18397.38671875,18397.38671875,torch.float32,"(128,5,7)",54,3,6,,argmax(|tensor|)
mfcadpp,mfcad_54915_101.bin,edata:x,18279.67578125,18279.67578125,torch.float32,"(164,5,7)",123,0,6,,argmax(|tensor|)
mfcadpp,mfcad_49846_101.bin,edata:x,18077.58984375,18077.58984375,torch.float32,"(138,5,7)",123,0,6,,argmax(|tensor|)
