dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
mfcad,mfcad_10053_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(166,5,7)",32,0,6,,argmax(|tensor|)
mfcad,mfcad_10054_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(128,5,7)",32,0,6,,argmax(|tensor|)
mfcad,mfcad_1005_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(100,5,7)",1,0,6,,argmax(|tensor|)
mfcad,mfcad_10060_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(172,5,7)",49,0,6,,argmax(|tensor|)
mfcad,mfcad_10061_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(216,5,7)",10,0,6,,argmax(|tensor|)
mfcad,mfcad_10062_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(90,5,7)",35,0,6,,argmax(|tensor|)
mfcad,mfcad_10063_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(200,5,7)",35,0,6,,argmax(|tensor|)
mfcad,mfcad_10064_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(116,5,7)",85,0,6,,argmax(|tensor|)
mfcad,mfcad_10067_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(118,5,7)",12,0,6,,argmax(|tensor|)
mfcad,mfcad_10072_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(172,5,7)",43,0,6,,argmax(|tensor|)
mfcad,mfcad_10075_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(144,5,7)",8,0,6,,argmax(|tensor|)
mfcad,mfcad_10077_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(120,5,7)",31,0,6,,argmax(|tensor|)
mfcad,mfcad_10078_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(164,5,7)",60,0,6,,argmax(|tensor|)
mfcad,mfcad_1007_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(134,5,7)",38,0,6,,argmax(|tensor|)
mfcad,mfcad_10080_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(150,5,7)",5,0,6,,argmax(|tensor|)
mfcad,mfcad_10081_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(244,5,7)",5,0,6,,argmax(|tensor|)
mfcad,mfcad_10082_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(192,5,7)",114,0,6,,argmax(|tensor|)
mfcad,mfcad_10087_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(96,5,7)",7,0,6,,argmax(|tensor|)
mfcad,mfcad_10088_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(208,5,7)",25,0,6,,argmax(|tensor|)
mfcad,mfcad_10090_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(228,5,7)",5,0,6,,argmax(|tensor|)
mfcad,mfcad_10092_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(190,5,7)",21,0,6,,argmax(|tensor|)
mfcad,mfcad_10094_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(162,5,7)",28,0,6,,argmax(|tensor|)
mfcad,mfcad_10096_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(200,5,7)",11,0,6,,argmax(|tensor|)
mfcad,mfcad_10098_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(178,5,7)",10,0,6,,argmax(|tensor|)
mfcad,mfcad_10099_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(138,5,7)",52,0,6,,argmax(|tensor|)
mfcad,mfcad_1009_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(140,5,7)",22,0,6,,argmax(|tensor|)
