dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
mfcadpp_v2,mfcad_10020_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(298,5,7)",71,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10021_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(280,5,7)",87,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10024_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(172,5,7)",20,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10025_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(198,5,7)",54,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10026_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(220,5,7)",10,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10028_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(134,5,7)",19,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_1002_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(100,5,7)",17,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10030_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(104,5,7)",30,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10031_101.bin,edata:x,3.1415927410125732,3.1415927410125732,torch.float32,"(246,5,7)",9,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10034_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(148,5,7)",32,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10036_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(160,5,7)",5,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10039_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(134,5,7)",40,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_1003_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(158,5,7)",67,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10047_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(170,5,7)",5,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10049_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(186,5,7)",21,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10053_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(166,5,7)",32,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10054_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(128,5,7)",32,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_1005_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(100,5,7)",1,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10060_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(172,5,7)",49,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10061_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(216,5,7)",10,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10062_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(90,5,7)",35,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10063_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(200,5,7)",35,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10064_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(116,5,7)",85,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10067_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(118,5,7)",12,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10072_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(172,5,7)",43,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10075_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(144,5,7)",8,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10077_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(120,5,7)",31,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10078_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(164,5,7)",60,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_1007_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(134,5,7)",38,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10080_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(150,5,7)",5,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10081_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(244,5,7)",5,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10082_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(192,5,7)",114,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10087_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(96,5,7)",7,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10088_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(208,5,7)",25,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10090_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(228,5,7)",5,0,6,,argmax(|tensor|)
mfcadpp_v2,mfcad_10092_101.bin,edata:x,3.1415927410125732,-3.1415927410125732,torch.float32,"(190,5,7)",21,0,6,,argmax(|tensor|)
