dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
cadsynth,00069600_101.bin,edata:x,6.232372760772705,6.232372760772705,torch.float32,"(174,5,7)",87,0,6,,argmax(|tensor|)
cadsynth,00066328_101.bin,edata:x,6.231805324554443,6.231805324554443,torch.float32,"(204,5,7)",148,0,6,,argmax(|tensor|)
cadsynth,00071382_101.bin,edata:x,6.231663227081299,6.231663227081299,torch.float32,"(152,5,7)",150,0,6,,argmax(|tensor|)
cadsynth,00070125_101.bin,edata:x,6.226405620574951,6.226405620574951,torch.float32,"(184,5,7)",49,0,6,,argmax(|tensor|)
cadsynth,00097586_101.bin,edata:x,6.223880290985107,6.223880290985107,torch.float32,"(186,5,7)",76,0,6,,argmax(|tensor|)
cadsynth,00050977_101.bin,edata:x,6.223200798034668,6.223200798034668,torch.float32,"(198,5,7)",92,0,6,,argmax(|tensor|)
cadsynth,00080647_101.bin,edata:x,6.220654010772705,6.220654010772705,torch.float32,"(158,5,7)",155,0,6,,argmax(|tensor|)
cadsynth,00074013_101.bin,edata:x,6.219007968902588,6.219007968902588,torch.float32,"(212,5,7)",98,0,6,,argmax(|tensor|)
cadsynth,00039447_101.bin,edata:x,6.21849250793457,6.21849250793457,torch.float32,"(236,5,7)",142,0,6,,argmax(|tensor|)
cadsynth,00066836_101.bin,edata:x,6.218064785003662,6.218064785003662,torch.float32,"(200,5,7)",48,0,6,,argmax(|tensor|)
cadsynth,00068413_101.bin,edata:x,6.216866970062256,6.216866970062256,torch.float32,"(206,5,7)",56,0,6,,argmax(|tensor|)
cadsynth,00049400_101.bin,edata:x,6.216735363006592,6.216735363006592,torch.float32,"(154,5,7)",132,0,6,,argmax(|tensor|)
cadsynth,00027200_101.bin,edata:x,6.215519428253174,6.215519428253174,torch.float32,"(170,5,7)",145,0,6,,argmax(|tensor|)
cadsynth,00089356_101.bin,edata:x,6.214391231536865,6.214391231536865,torch.float32,"(256,5,7)",92,0,6,,argmax(|tensor|)
cadsynth,00068239_101.bin,edata:x,6.213372230529785,6.213372230529785,torch.float32,"(156,5,7)",97,0,6,,argmax(|tensor|)
cadsynth,00073782_101.bin,edata:x,6.213155746459961,6.213155746459961,torch.float32,"(284,5,7)",44,0,6,,argmax(|tensor|)
cadsynth,00079120_101.bin,edata:x,6.211776256561279,6.211776256561279,torch.float32,"(178,5,7)",17,0,6,,argmax(|tensor|)
cadsynth,00032847_101.bin,edata:x,6.210916042327881,6.210916042327881,torch.float32,"(150,5,7)",132,0,6,,argmax(|tensor|)
cadsynth,00065975_101.bin,edata:x,6.210135459899902,6.210135459899902,torch.float32,"(188,5,7)",47,0,6,,argmax(|tensor|)
cadsynth,00036199_101.bin,edata:x,6.2089996337890625,6.2089996337890625,torch.float32,"(210,5,7)",184,0,6,,argmax(|tensor|)
cadsynth,00023729_101.bin,edata:x,6.208524703979492,6.208524703979492,torch.float32,"(220,5,7)",90,0,6,,argmax(|tensor|)
cadsynth,00068042_101.bin,edata:x,6.206373691558838,6.206373691558838,torch.float32,"(164,5,7)",101,0,6,,argmax(|tensor|)
cadsynth,00029409_101.bin,edata:x,6.204930305480957,6.204930305480957,torch.float32,"(114,5,7)",12,0,6,,argmax(|tensor|)
cadsynth,00038652_101.bin,edata:x,6.204773426055908,6.204773426055908,torch.float32,"(130,5,7)",99,0,6,,argmax(|tensor|)
