dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
mfcadpp_v3,mfcad_55876_101.bin,ndata:x,1.355974674,1.355974674,torch.float32,"(28,5,5,7)",25,4,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_2557_101.bin,ndata:x,1.332457185,-1.332457185,torch.float32,"(30,5,5,7)",27,0,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_54259_101.bin,ndata:x,1.331570268,1.331570268,torch.float32,"(28,5,5,7)",20,0,4,0,argmax(|tensor|)
mfcadpp_v3,mfcad_12063_101.bin,ndata:x,1.313297987,-1.313297987,torch.float32,"(19,5,5,7)",16,0,0,2,argmax(|tensor|)
mfcadpp_v3,mfcad_26358_101.bin,ndata:x,1.307168126,1.307168126,torch.float32,"(16,5,5,7)",13,4,0,2,argmax(|tensor|)
mfcadpp_v3,mfcad_38860_101.bin,ndata:x,1.289584279,-1.289584279,torch.float32,"(17,5,5,7)",8,0,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_9733_101.bin,ndata:x,1.285403728,-1.285403728,torch.float32,"(14,5,5,7)",11,0,4,2,argmax(|tensor|)
mfcadpp_v3,mfcad_11951_101.bin,ndata:x,1.280436516,-1.280436516,torch.float32,"(28,5,5,7)",25,4,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_43965_101.bin,ndata:x,1.276359797,1.276359797,torch.float32,"(27,5,5,7)",24,0,4,1,argmax(|tensor|)
mfcadpp_v3,mfcad_29294_101.bin,ndata:x,1.256276608,1.256276608,torch.float32,"(28,5,5,7)",25,0,4,2,argmax(|tensor|)
mfcadpp_v3,mfcad_36104_101.bin,ndata:x,1.254535675,-1.254535675,torch.float32,"(33,5,5,7)",30,0,4,0,argmax(|tensor|)
mfcadpp_v3,mfcad_935_101.bin,ndata:x,1.251607537,-1.251607537,torch.float32,"(24,5,5,7)",20,0,4,2,argmax(|tensor|)
mfcadpp_v3,mfcad_21448_101.bin,ndata:x,1.246668696,1.246668696,torch.float32,"(23,5,5,7)",17,0,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_52121_101.bin,edata:x,1.24390769,1.24390769,torch.float32,"(120,5,6)",25,4,5,,argmax(|tensor|)
mfcadpp_v3,mfcad_19489_101.bin,ndata:x,1.242840767,-1.242840767,torch.float32,"(21,5,5,7)",0,0,0,2,argmax(|tensor|)
mfcadpp_v3,mfcad_36692_101.bin,ndata:x,1.232988238,1.232988238,torch.float32,"(22,5,5,7)",16,0,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_21284_101.bin,ndata:x,1.232979536,-1.232979536,torch.float32,"(28,5,5,7)",25,4,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_10629_101.bin,ndata:x,1.230649233,-1.230649233,torch.float32,"(16,5,5,7)",13,0,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_2984_101.bin,ndata:x,1.228319883,-1.228319883,torch.float32,"(21,5,5,7)",3,0,0,2,argmax(|tensor|)
mfcadpp_v3,mfcad_40182_101.bin,ndata:x,1.22680831,1.22680831,torch.float32,"(22,5,5,7)",19,0,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_4429_101.bin,ndata:x,1.222228289,1.222228289,torch.float32,"(26,5,5,7)",23,0,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_39371_101.bin,ndata:x,1.218346357,1.218346357,torch.float32,"(26,5,5,7)",23,0,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_10071_101.bin,ndata:x,1.216284156,1.216284156,torch.float32,"(15,5,5,7)",12,0,4,1,argmax(|tensor|)
mfcadpp_v3,mfcad_52855_101.bin,ndata:x,1.215483546,1.215483546,torch.float32,"(28,5,5,7)",19,0,0,2,argmax(|tensor|)
mfcadpp_v3,mfcad_3571_101.bin,ndata:x,1.211739302,1.211739302,torch.float32,"(19,5,5,7)",16,4,0,0,argmax(|tensor|)
mfcadpp_v3,mfcad_2734_101.bin,ndata:x,1.208590031,1.208590031,torch.float32,"(26,5,5,7)",23,4,0,1,argmax(|tensor|)
mfcadpp_v3,mfcad_3128_101.bin,ndata:x,1.20844698,-1.20844698,torch.float32,"(18,5,5,7)",15,0,4,2,argmax(|tensor|)
